id,booking_id,room_id,check_in_expected,check_out_expected,check_in_actual,check_out_actual,price_per_night
32605,32605,35,2018-04-29,2018-05-03,2018-04-29,2018-05-03,140.4
32606,32606,6,2018-10-03,2018-10-06,2018-10-03,2018-10-06,108.0
32607,32607,7,2018-01-04,2018-01-07,2018-01-04,2018-01-07,82.0
32608,32608,8,2018-09-10,2018-09-13,2018-09-10,2018-09-13,125.1
32609,32609,9,2018-02-07,2018-02-11,2018-02-07,2018-02-11,76.22
32610,32610,60,2018-05-09,2018-05-11,2018-05-09,2018-05-11,183.0
32611,32611,1,2018-08-19,2018-08-21,,,115.0
32612,32612,12,2018-04-12,2018-04-16,2018-04-12,2018-04-16,9.0
32613,32613,3,2018-01-20,2018-01-21,2018-01-20,2018-01-21,65.0
32614,32614,4,2018-08-07,2018-08-11,,,151.0
32615,32615,5,2018-02-22,2018-02-25,2018-02-22,2018-02-25,82.7
32616,32616,6,2017-08-07,2017-08-11,2017-08-07,2017-08-11,90.0
32617,32617,7,2018-04-15,2018-04-17,2018-04-15,2018-04-17,85.0
32618,32618,8,2018-02-19,2018-02-20,2018-02-19,2018-02-20,80.0
32619,32619,9,2018-09-08,2018-09-11,,,70.0
32620,32620,10,2018-08-03,2018-08-11,,,99.45
32621,32621,11,2017-12-26,2017-12-29,2017-12-26,2017-12-29,83.58
32622,32622,2,2018-12-27,2019-01-01,,,70.55
32623,32623,3,2018-06-15,2018-06-17,,,115.0
32624,32624,34,2018-05-15,2018-05-20,2018-05-15,2018-05-20,132.6
32625,32625,35,2018-05-19,2018-05-22,2018-05-19,2018-05-22,140.4
32626,32626,6,2018-02-27,2018-02-28,2018-02-27,2018-02-28,80.0
32627,32627,7,2018-12-08,2018-12-11,2018-12-08,2018-12-11,0.0
32628,32628,8,2018-11-25,2018-11-26,2018-11-25,2018-11-26,76.0
32629,32629,39,2018-08-30,2018-09-02,2018-08-30,2018-09-02,151.2
32630,32630,10,2018-05-02,2018-05-04,2018-05-02,2018-05-04,141.0
32631,32631,1,2018-04-06,2018-04-07,,,75.0
32632,32632,2,2017-10-19,2017-10-22,2017-10-19,2017-10-22,123.0
32633,32633,3,2018-09-27,2018-09-28,2018-09-27,2018-09-28,160.0
32634,32634,34,2018-01-23,2018-01-24,2018-01-23,2018-01-24,0.0
32635,32635,5,2018-12-20,2018-12-23,2018-12-20,2018-12-23,89.5
32636,32636,6,2018-10-11,2018-10-13,,,120.0
32637,32637,37,2018-09-10,2018-09-13,,,134.46
32638,32638,8,2018-06-06,2018-06-08,,,115.0
32639,32639,9,2017-10-15,2017-10-16,2017-10-15,2017-10-16,100.0
32640,32640,10,2018-09-04,2018-09-07,2018-09-04,2018-09-07,125.1
32641,32641,1,2018-09-18,2018-09-21,2018-09-18,2018-09-21,80.75
32642,32642,2,2018-05-21,2018-05-23,,,117.9
32643,32643,3,2018-04-17,2018-04-19,,,110.0
32644,32644,4,2018-06-09,2018-06-10,2018-06-09,2018-06-10,121.0
32645,32645,5,2018-06-12,2018-06-16,2018-06-12,2018-06-16,121.0
32646,32646,6,2018-07-04,2018-07-06,2018-07-04,2018-07-06,139.0
32647,32647,7,2018-03-06,2018-03-09,2018-03-06,2018-03-09,69.5
32648,32648,8,2018-12-27,2019-01-03,,,58.36
32649,32649,9,2018-02-06,2018-02-14,,,79.0
32650,32650,40,2018-05-19,2018-05-20,2018-05-19,2018-05-20,124.8
32651,32651,1,2017-10-19,2017-10-22,2017-10-19,2017-10-22,90.0
32652,32652,2,2018-11-07,2018-11-09,,,150.0
32653,32653,3,2017-08-10,2017-08-12,2017-08-10,2017-08-12,90.0
32654,32654,4,2017-08-13,2017-08-16,,,148.67
32655,32655,5,2018-11-16,2018-11-19,2018-11-16,2018-11-19,67.5
32656,32656,6,2018-08-28,2018-09-03,,,100.58
32657,32657,7,2017-10-02,2017-10-04,2017-10-02,2017-10-04,100.0
32658,32658,8,2018-08-04,2018-08-07,,,108.3
32659,32659,39,2018-08-10,2018-08-17,2018-08-10,2018-08-17,96.56
32660,32660,10,2018-04-13,2018-04-15,2018-04-13,2018-04-15,96.3
32661,32661,1,2018-10-12,2018-10-15,,,110.0
32662,32662,2,2018-09-16,2018-09-18,2018-09-16,2018-09-18,100.29
32663,32663,3,2018-09-03,2018-09-04,,,85.5
32664,32664,4,2017-12-29,2018-01-01,2017-12-29,2018-01-01,52.7
32665,32665,5,2018-09-02,2018-09-03,,,99.0
32666,32666,36,2018-10-12,2018-10-15,,,132.3
32667,32667,7,2018-05-30,2018-06-01,2018-05-30,2018-06-01,95.0
32668,32668,38,2018-06-26,2018-06-28,2018-06-26,2018-06-28,132.3
32669,32669,9,2018-03-11,2018-03-17,2018-03-11,2018-03-17,77.35
32670,32670,10,2018-05-20,2018-05-21,2018-05-20,2018-05-21,95.0
32671,32671,31,2018-09-21,2018-09-27,,,143.1
32672,32672,2,2018-11-27,2018-11-29,,,79.2
32673,32673,33,2018-05-21,2018-05-24,,,140.4
32674,32674,4,2018-11-18,2018-11-20,,,88.0
32675,32675,5,2018-02-21,2018-02-23,2018-02-21,2018-02-23,87.0
32676,32676,6,2018-09-25,2018-09-28,2018-09-25,2018-09-28,99.0
32677,32677,7,2018-12-09,2018-12-12,,,67.5
32678,32678,8,2017-10-09,2017-10-12,,,75.0
32679,32679,9,2017-09-21,2017-09-23,2017-09-21,2017-09-23,65.0
32680,32680,10,2017-09-07,2017-09-08,,,79.25
32681,32681,1,2018-04-03,2018-04-09,2018-04-03,2018-04-09,64.67
32682,32682,2,2017-09-30,2017-10-02,2017-09-30,2017-10-02,102.6
32683,32683,3,2018-10-29,2018-11-01,,,80.1
32684,32684,4,2018-03-09,2018-03-13,2018-03-09,2018-03-13,99.0
32685,32685,5,2018-02-25,2018-03-03,2018-02-25,2018-03-03,50.33
32686,32686,6,2018-04-06,2018-04-07,2018-04-06,2018-04-07,104.0
32687,32687,7,2018-07-02,2018-07-06,2018-07-02,2018-07-06,93.08
32688,32688,8,2018-01-21,2018-01-22,2018-01-21,2018-01-22,86.0
32689,32689,9,2018-12-24,2018-12-29,2018-12-24,2018-12-29,88.4
32690,32690,10,2018-09-13,2018-09-14,2018-09-13,2018-09-14,0.0
32691,32691,31,2017-11-06,2017-11-09,2017-11-06,2017-11-09,60.0
32692,32692,2,2018-10-13,2018-10-16,2018-10-13,2018-10-16,95.0
32693,32693,3,2018-10-05,2018-10-10,,,90.0
32694,32694,34,2018-09-21,2018-09-26,,,143.1
32695,32695,35,2018-07-10,2018-07-14,2018-07-10,2018-07-14,142.2
32696,32696,36,2018-08-27,2018-08-29,,,136.35
32697,32697,7,2018-08-21,2018-08-22,,,139.0
32698,32698,8,2018-08-29,2018-09-01,,,96.3
32699,32699,39,2018-10-20,2018-10-21,2018-10-20,2018-10-21,12.0
32700,32700,10,2018-03-07,2018-03-10,2018-03-07,2018-03-10,83.9
32701,32701,1,2017-09-01,2017-09-04,2017-09-01,2017-09-04,165.0
32702,32702,32,2018-07-24,2018-07-28,2018-07-24,2018-07-28,163.5
32703,32703,3,2018-11-18,2018-11-20,2018-11-18,2018-11-20,105.0
32704,32704,4,2018-07-11,2018-07-15,,,91.38
32705,32705,5,2017-12-17,2017-12-18,2017-12-17,2017-12-18,0.0
32706,32706,6,2018-04-26,2018-04-30,2018-04-26,2018-04-30,93.08
32707,32707,37,2018-08-23,2018-08-25,2018-08-23,2018-08-25,95.65
32708,32708,38,2017-10-28,2017-10-31,2017-10-28,2017-10-31,136.0
32709,32709,9,2018-02-28,2018-03-03,,,60.0
32710,32710,10,2017-12-10,2017-12-11,2017-12-10,2017-12-11,85.0
32711,32711,31,2018-09-23,2018-09-25,2018-09-23,2018-09-25,163.8
32712,32712,2,2018-06-26,2018-06-28,2018-06-26,2018-06-28,85.5
32713,32713,3,2018-11-24,2018-11-25,,,79.2
32714,32714,4,2018-06-02,2018-06-05,2018-06-02,2018-06-05,120.0
32715,32715,5,2018-01-21,2018-01-22,2018-01-21,2018-01-22,79.0
32716,32716,6,2018-06-08,2018-06-10,2018-06-08,2018-06-10,121.0
32717,32717,7,2018-10-03,2018-10-10,,,85.0
32718,32718,8,2018-04-25,2018-04-30,,,119.17
32719,32719,9,2017-09-20,2017-09-21,2017-09-20,2017-09-21,90.0
32720,32720,10,2018-04-28,2018-04-30,,,127.8
32721,32721,1,2018-07-12,2018-07-14,,,107.0
32722,32722,2,2018-06-01,2018-06-04,,,116.1
32723,32723,33,2018-02-05,2018-02-08,2018-02-05,2018-02-08,108.0
32724,32724,4,2018-12-25,2019-01-04,,,93.67
32725,32725,5,2018-05-05,2018-05-09,2018-05-05,2018-05-09,81.76
32726,32726,36,2018-07-19,2018-07-21,2018-07-19,2018-07-21,134.1
32727,32727,37,2018-09-15,2018-09-23,,,149.4
32728,32728,8,2018-08-25,2018-08-28,2018-08-25,2018-08-28,90.0
32729,32729,9,2018-04-30,2018-05-05,2018-04-30,2018-05-05,119.85
32730,32730,10,2017-12-02,2017-12-05,2017-12-02,2017-12-05,55.0
32731,32731,31,2018-07-09,2018-07-12,,,116.1
32732,32732,2,2017-10-16,2017-10-18,,,101.5
32733,32733,3,2018-04-18,2018-04-19,2018-04-18,2018-04-19,101.0
32734,32734,4,2018-10-15,2018-10-18,2018-10-15,2018-10-18,160.0
32735,32735,5,2018-11-11,2018-11-12,2018-11-11,2018-11-12,90.0
32736,32736,36,2018-04-13,2018-04-17,2018-04-13,2018-04-17,143.18
32737,32737,7,2018-03-22,2018-03-25,2018-03-22,2018-03-25,37.33
32738,32738,8,2018-04-19,2018-04-21,,,115.0
32739,32739,9,2017-10-31,2017-11-01,2017-10-31,2017-11-01,113.8
32740,32740,10,2018-09-09,2018-09-11,2018-09-09,2018-09-11,183.15
32741,32741,1,2018-06-29,2018-07-02,2018-06-29,2018-07-02,132.33
32742,32742,2,2018-11-18,2018-11-21,,,112.5
32743,32743,3,2017-12-28,2018-01-01,2017-12-28,2018-01-01,72.25
32744,32744,4,2017-12-09,2017-12-13,2017-12-09,2017-12-13,70.0
32745,32745,5,2018-04-17,2018-04-19,,,110.0
32746,32746,6,2018-04-28,2018-05-01,,,102.3
32747,32747,7,2018-10-28,2018-10-31,,,96.3
32748,32748,8,2017-11-20,2017-11-22,2017-11-20,2017-11-22,73.0
32749,32749,9,2017-10-07,2017-10-09,2017-10-07,2017-10-09,66.53
32750,32750,50,2018-03-25,2018-03-28,2018-03-25,2018-03-28,95.25
32751,32751,1,2018-06-28,2018-07-03,2018-06-28,2018-07-03,135.9
32752,32752,2,2018-01-10,2018-01-13,2018-01-10,2018-01-13,97.33
32753,32753,33,2018-02-16,2018-02-20,,,106.0
32754,32754,4,2018-07-05,2018-07-06,2018-07-05,2018-07-06,134.1
32755,32755,5,2018-02-15,2018-02-16,,,65.0
32756,32756,36,2018-07-18,2018-07-25,,,121.37
32757,32757,37,2018-08-14,2018-08-17,,,115.8
32758,32758,8,2017-07-01,2017-07-03,,,101.5
32759,32759,9,2018-02-14,2018-02-17,,,67.5
32760,32760,40,2018-12-14,2018-12-19,2018-12-14,2018-12-19,138.2
32761,32761,1,2018-07-11,2018-07-13,2018-07-11,2018-07-13,72.42
32762,32762,2,2018-11-15,2018-11-16,2018-11-15,2018-11-16,0.0
32763,32763,3,2017-07-01,2017-07-03,,,101.5
32764,32764,4,2018-04-01,2018-04-02,2018-04-01,2018-04-02,67.0
32765,32765,15,2017-12-25,2017-12-28,2017-12-25,2017-12-28,80.42
32766,32766,6,2017-12-27,2017-12-28,2017-12-27,2017-12-28,65.0
32767,32767,7,2017-10-10,2017-10-12,,,70.0
32768,32768,8,2018-07-07,2018-07-10,,,103.5
32769,32769,9,2018-11-19,2018-11-21,,,87.2
32770,32770,10,2018-05-05,2018-05-09,2018-05-05,2018-05-09,80.75
32771,32771,11,2018-07-02,2018-07-04,2018-07-02,2018-07-04,88.77
32772,32772,2,2017-10-30,2017-11-03,,,65.0
32773,32773,3,2017-10-02,2017-10-04,2017-10-02,2017-10-04,100.0
32774,32774,4,2018-06-10,2018-06-13,2018-06-10,2018-06-13,90.67
32775,32775,5,2017-12-21,2017-12-25,2017-12-21,2017-12-25,72.25
32776,32776,6,2018-04-20,2018-04-21,2018-04-20,2018-04-21,98.0
32777,32777,7,2017-07-07,2017-07-17,2017-07-07,2017-07-17,62.37
32778,32778,8,2018-10-06,2018-10-07,2018-10-06,2018-10-07,125.0
32779,32779,9,2018-07-06,2018-07-10,,,97.75
32780,32780,10,2017-12-09,2017-12-12,2017-12-09,2017-12-12,58.0
32781,32781,1,2017-09-02,2017-09-06,,,93.5
32782,32782,2,2018-06-20,2018-06-21,2018-06-20,2018-06-21,129.0
32783,32783,3,2018-01-14,2018-01-17,2018-01-14,2018-01-17,52.0
32784,32784,4,2017-10-08,2017-10-12,2017-10-08,2017-10-12,72.75
32785,32785,5,2018-03-11,2018-03-18,2018-03-11,2018-03-18,81.9
32786,32786,6,2018-07-26,2018-07-27,2018-07-26,2018-07-27,95.0
32787,32787,37,2018-04-10,2018-04-14,,,153.0
32788,32788,38,2018-12-26,2018-12-29,2018-12-26,2018-12-29,122.4
32789,32789,9,2018-02-07,2018-02-09,,,79.0
32790,32790,10,2018-01-16,2018-01-20,2018-01-16,2018-01-20,61.0
32791,32791,31,2018-03-31,2018-04-03,2018-03-31,2018-04-03,104.4
32792,32792,2,2018-04-27,2018-04-30,2018-04-27,2018-04-30,78.77
32793,32793,33,2018-07-06,2018-07-08,2018-07-06,2018-07-08,105.0
32794,32794,4,2018-01-19,2018-01-22,2018-01-19,2018-01-22,71.0
32795,32795,5,2018-11-02,2018-11-04,2018-11-02,2018-11-04,97.2
32796,32796,66,2018-01-20,2018-01-21,2018-01-20,2018-01-21,0.0
32797,32797,7,2018-09-24,2018-09-27,,,121.5
32798,32798,8,2018-09-09,2018-09-12,,,90.0
32799,32799,9,2018-04-11,2018-04-13,2018-04-11,2018-04-13,65.0
32800,32800,10,2017-12-10,2017-12-12,2017-12-10,2017-12-12,0.0
32801,32801,1,2018-05-24,2018-05-25,2018-05-24,2018-05-25,129.0
32802,32802,2,2018-04-03,2018-04-07,,,72.25
32803,32803,3,2018-08-17,2018-08-19,,,112.5
32804,32804,4,2018-12-02,2018-12-04,2018-12-02,2018-12-04,91.5
32805,32805,5,2018-07-31,2018-08-03,2018-07-31,2018-08-03,65.0
32806,32806,6,2018-08-08,2018-08-14,2018-08-08,2018-08-14,72.25
32807,32807,37,2018-08-25,2018-08-27,2018-08-25,2018-08-27,118.8
32808,32808,38,2018-12-30,2018-12-31,2018-12-30,2018-12-31,131.4
32809,32809,9,2018-10-12,2018-10-15,,,110.0
32810,32810,10,2018-02-10,2018-02-11,2018-02-10,2018-02-11,86.0
32811,32811,1,2018-11-11,2018-11-12,2018-11-11,2018-11-12,80.0
32812,32812,2,2018-09-13,2018-09-16,2018-09-13,2018-09-16,124.2
32813,32813,3,2018-05-10,2018-05-13,,,121.5
32814,32814,4,2018-06-10,2018-06-13,2018-06-10,2018-06-13,90.67
32815,32815,5,2017-11-18,2017-11-20,2017-11-18,2017-11-20,107.0
32816,32816,6,2018-11-02,2018-11-05,2018-11-02,2018-11-05,109.0
32817,32817,17,2018-12-25,2018-12-28,2018-12-25,2018-12-28,91.6
32818,32818,8,2017-12-29,2018-01-01,2017-12-29,2018-01-01,72.25
32819,32819,9,2017-12-10,2017-12-12,2017-12-10,2017-12-12,0.0
32820,32820,10,2017-08-11,2017-08-12,2017-08-11,2017-08-12,88.0
32821,32821,1,2018-11-01,2018-11-09,2018-11-01,2018-11-09,79.5
32822,32822,12,2018-03-09,2018-03-12,2018-03-09,2018-03-12,77.5
32823,32823,3,2018-09-07,2018-09-10,2018-09-07,2018-09-10,149.0
32824,32824,54,2018-12-26,2019-01-01,,,163.34
32825,32825,5,2017-10-18,2017-10-21,2017-10-18,2017-10-21,65.0
32826,32826,6,2018-02-24,2018-02-27,,,67.5
32827,32827,7,2018-10-21,2018-10-22,2018-10-21,2018-10-22,129.0
32828,32828,8,2018-11-18,2018-11-20,,,90.0
32829,32829,19,2018-01-23,2018-01-26,2018-01-23,2018-01-26,78.52
32830,32830,10,2018-09-25,2018-09-29,2018-09-25,2018-09-29,135.9
32831,32831,1,2018-08-21,2018-08-26,2018-08-21,2018-08-26,90.95
32832,32832,2,2018-02-18,2018-02-21,2018-02-18,2018-02-21,70.5
32833,32833,3,2018-02-28,2018-03-03,,,61.0
32834,32834,4,2018-12-09,2018-12-11,2018-12-09,2018-12-11,75.0
32835,32835,5,2018-11-14,2018-11-17,2018-11-14,2018-11-17,111.0
32836,32836,6,2018-09-11,2018-09-13,2018-09-11,2018-09-13,139.0
32837,32837,7,2018-07-29,2018-07-30,2018-07-29,2018-07-30,152.1
32838,32838,8,2017-08-14,2017-08-16,2017-08-14,2017-08-16,101.5
32839,32839,9,2018-05-12,2018-05-13,2018-05-12,2018-05-13,141.0
32840,32840,10,2018-06-20,2018-06-23,,,120.0
32841,32841,31,2018-08-19,2018-08-21,2018-08-19,2018-08-21,168.3
32842,32842,32,2018-07-17,2018-07-21,2018-07-17,2018-07-21,137.7
32843,32843,33,2018-04-24,2018-04-29,,,138.06
32844,32844,4,2018-12-21,2018-12-26,2018-12-21,2018-12-26,160.6
32845,32845,35,2018-06-03,2018-06-05,2018-06-03,2018-06-05,159.3
32846,32846,6,2018-10-30,2018-11-01,,,61.68
32847,32847,7,2018-08-30,2018-09-06,2018-08-30,2018-09-06,135.0
32848,32848,8,2018-08-08,2018-08-12,,,97.75
32849,32849,9,2018-03-04,2018-03-06,2018-03-04,2018-03-06,73.1
32850,32850,70,2018-02-06,2018-02-07,2018-02-06,2018-02-07,101.0
32851,32851,1,2018-12-17,2018-12-19,2018-12-17,2018-12-19,67.0
32852,32852,32,2018-09-19,2018-09-20,,,115.2
32853,32853,3,2017-10-11,2017-10-17,2017-10-11,2017-10-17,92.17
32854,32854,4,2018-08-27,2018-08-28,,,128.7
32855,32855,5,2018-09-26,2018-09-29,,,75.0
32856,32856,6,2018-02-11,2018-02-14,2018-02-11,2018-02-14,111.0
32857,32857,7,2018-02-15,2018-02-16,2018-02-15,2018-02-16,79.0
32858,32858,8,2017-12-27,2018-01-03,2017-12-27,2018-01-03,70.0
32859,32859,9,2018-08-01,2018-08-02,2018-08-01,2018-08-02,121.0
32860,32860,10,2018-07-01,2018-07-02,,,169.0
32861,32861,1,2018-10-04,2018-10-06,2018-10-04,2018-10-06,127.8
32862,32862,32,2018-06-27,2018-07-02,,,103.7
32863,32863,3,2018-06-03,2018-06-06,2018-06-03,2018-06-06,126.9
32864,32864,4,2018-04-25,2018-04-28,2018-04-25,2018-04-28,81.2
32865,32865,55,2018-09-15,2018-09-18,2018-09-15,2018-09-18,207.9
32866,32866,16,2018-08-17,2018-08-18,2018-08-17,2018-08-18,109.55
32867,32867,7,2018-10-30,2018-11-02,2018-10-30,2018-11-02,92.4
32868,32868,8,2018-09-04,2018-09-05,,,99.0
32869,32869,9,2018-06-24,2018-06-26,,,110.0
32870,32870,10,2018-10-28,2018-10-29,2018-10-28,2018-10-29,68.68
32871,32871,1,2017-10-19,2017-10-23,,,75.6
32872,32872,32,2018-07-23,2018-07-26,2018-07-23,2018-07-26,104.96
32873,32873,3,2018-03-03,2018-03-04,2018-03-03,2018-03-04,104.0
32874,32874,54,2017-10-21,2017-10-27,2017-10-21,2017-10-27,166.5
32875,32875,35,2018-09-27,2018-09-29,,,115.2
32876,32876,6,2018-06-08,2018-06-09,2018-06-08,2018-06-09,120.0
32877,32877,7,2018-03-30,2018-04-04,,,82.45
32878,32878,8,2018-03-24,2018-03-27,2018-03-24,2018-03-27,63.58
32879,32879,9,2018-10-22,2018-10-26,,,80.75
32880,32880,40,2018-03-05,2018-03-08,,,87.3
32881,32881,11,2018-09-04,2018-09-08,,,112.01
32882,32882,2,2018-10-26,2018-10-30,,,149.0
32883,32883,3,2018-08-09,2018-08-14,,,90.95
32884,32884,4,2018-11-23,2018-11-26,,,88.0
32885,32885,35,2018-08-19,2018-08-22,,,183.6
32886,32886,6,2018-09-27,2018-09-30,2018-09-27,2018-09-30,125.1
32887,32887,7,2018-12-21,2018-12-26,,,102.72
32888,32888,8,2018-09-01,2018-09-03,2018-09-01,2018-09-03,118.8
32889,32889,39,2018-11-10,2018-11-14,2018-11-10,2018-11-14,134.45
32890,32890,10,2017-09-30,2017-10-01,2017-09-30,2017-10-01,112.2
32891,32891,1,2017-09-07,2017-09-17,2017-09-07,2017-09-17,95.98
32892,32892,2,2018-10-01,2018-10-04,2018-10-01,2018-10-04,150.0
32893,32893,3,2017-09-30,2017-10-02,2017-09-30,2017-10-02,108.0
32894,32894,4,2018-05-20,2018-05-22,,,100.0
32895,32895,5,2018-12-31,2019-01-03,2018-12-31,2019-01-03,150.67
32896,32896,6,2018-04-22,2018-04-25,2018-04-22,2018-04-25,71.0
32897,32897,37,2018-10-01,2018-10-03,,,115.2
32898,32898,8,2018-12-21,2018-12-22,2018-12-21,2018-12-22,98.0
32899,32899,9,2018-01-06,2018-01-07,2018-01-06,2018-01-07,77.0
32900,32900,10,2018-02-23,2018-02-25,2018-02-23,2018-02-25,93.0
32901,32901,1,2018-08-21,2018-08-24,,,94.5
32902,32902,12,2017-12-29,2018-01-01,2017-12-29,2018-01-01,95.7
32903,32903,3,2018-03-20,2018-03-25,2018-03-20,2018-03-25,79.05
32904,32904,14,2018-07-18,2018-07-20,,,95.63
32905,32905,5,2018-11-04,2018-11-07,2018-11-04,2018-11-07,94.6
32906,32906,6,2018-02-21,2018-02-23,,,91.0
32907,32907,7,2018-07-29,2018-07-30,2018-07-29,2018-07-30,94.5
32908,32908,8,2017-07-07,2017-07-11,,,90.0
32909,32909,9,2018-05-20,2018-05-22,2018-05-20,2018-05-22,140.0
32910,32910,40,2018-06-02,2018-06-04,2018-06-02,2018-06-04,102.7
32911,32911,1,2018-06-23,2018-06-24,2018-06-23,2018-06-24,91.0
32912,32912,32,2018-06-14,2018-06-19,2018-06-14,2018-06-19,169.0
32913,32913,33,2018-05-22,2018-05-27,2018-05-22,2018-05-27,112.03
32914,32914,4,2017-10-09,2017-10-12,2017-10-09,2017-10-12,169.33
32915,32915,5,2018-10-10,2018-10-12,2018-10-10,2018-10-12,104.0
32916,32916,6,2017-08-01,2017-08-04,2017-08-01,2017-08-04,72.5
32917,32917,7,2017-12-01,2017-12-02,2017-12-01,2017-12-02,81.0
32918,32918,8,2018-03-23,2018-03-27,2018-03-23,2018-03-27,64.8
32919,32919,39,2018-07-01,2018-07-04,2018-07-01,2018-07-04,187.0
32920,32920,10,2018-10-14,2018-10-16,,,115.0
32921,32921,1,2018-07-14,2018-07-17,,,105.3
32922,32922,32,2018-02-28,2018-03-04,2018-02-28,2018-03-04,133.0
32923,32923,3,2018-01-19,2018-01-21,2018-01-19,2018-01-21,71.0
32924,32924,34,2018-06-27,2018-07-03,2018-06-27,2018-07-03,192.0
32925,32925,5,2017-09-23,2017-09-25,2017-09-23,2017-09-25,72.2
32926,32926,6,2018-12-05,2018-12-09,2018-12-05,2018-12-09,74.8
32927,32927,7,2018-05-25,2018-05-26,2018-05-25,2018-05-26,111.35
32928,32928,8,2018-08-03,2018-08-07,2018-08-03,2018-08-07,123.75
32929,32929,9,2017-09-19,2017-09-21,2017-09-19,2017-09-21,87.78
32930,32930,10,2018-02-04,2018-02-06,2018-02-04,2018-02-06,77.0
32931,32931,31,2017-11-04,2017-11-07,2017-11-04,2017-11-07,60.0
32932,32932,2,2018-01-25,2018-01-27,2018-01-25,2018-01-27,59.0
32933,32933,3,2018-03-03,2018-03-04,2018-03-03,2018-03-04,87.0
32934,32934,4,2018-08-03,2018-08-06,2018-08-03,2018-08-06,139.0
32935,32935,5,2018-10-12,2018-10-15,,,110.0
32936,32936,36,2018-09-28,2018-09-30,2018-09-28,2018-09-30,168.3
32937,32937,7,2018-08-24,2018-08-27,2018-08-24,2018-08-27,99.3
32938,32938,38,2018-03-09,2018-03-10,2018-03-09,2018-03-10,75.0
32939,32939,9,2018-07-24,2018-07-26,2018-07-24,2018-07-26,119.0
32940,32940,10,2018-04-29,2018-05-03,2018-04-29,2018-05-03,106.65
32941,32941,1,2018-10-11,2018-10-13,,,120.0
32942,32942,2,2017-09-18,2017-09-20,2017-09-18,2017-09-20,87.0
32943,32943,3,2018-10-03,2018-10-06,,,108.0
32944,32944,4,2017-08-17,2017-08-29,2017-08-17,2017-08-29,76.5
32945,32945,5,2017-09-16,2017-09-18,2017-09-16,2017-09-18,94.5
32946,32946,6,2018-02-26,2018-02-27,2018-02-26,2018-02-27,0.0
32947,32947,37,2017-09-03,2017-09-04,2017-09-03,2017-09-04,96.0
32948,32948,38,2018-08-23,2018-08-28,2018-08-23,2018-08-28,149.4
32949,32949,9,2018-05-02,2018-05-06,2018-05-02,2018-05-06,99.45
32950,32950,10,2018-08-24,2018-08-25,2018-08-24,2018-08-25,137.0
32951,32951,1,2018-11-14,2018-11-16,2018-11-14,2018-11-16,103.0
32952,32952,2,2018-11-04,2018-11-05,2018-11-04,2018-11-05,140.0
32953,32953,3,2018-05-07,2018-05-08,,,103.5
32954,32954,4,2018-12-08,2018-12-11,2018-12-08,2018-12-11,68.0
32955,32955,5,2017-10-02,2017-10-04,2017-10-02,2017-10-04,100.0
32956,32956,6,2018-10-29,2018-11-01,,,96.3
32957,32957,7,2018-06-28,2018-07-05,2018-06-28,2018-07-05,106.25
32958,32958,38,2018-07-02,2018-07-07,,,126.65
32959,32959,9,2018-09-30,2018-10-01,,,145.8
32960,32960,10,2017-12-26,2017-12-29,2017-12-26,2017-12-29,111.67
32961,32961,1,2018-06-07,2018-06-10,,,130.0
32962,32962,2,2018-03-29,2018-04-02,2018-03-29,2018-04-02,81.25
32963,32963,33,2018-08-18,2018-08-23,2018-08-18,2018-08-23,120.6
32964,32964,4,2018-08-03,2018-08-05,,,121.5
32965,32965,55,2017-09-01,2017-09-06,,,165.0
32966,32966,6,2017-08-05,2017-08-08,2017-08-05,2017-08-08,60.0
32967,32967,7,2018-05-05,2018-05-08,2018-05-05,2018-05-08,144.0
32968,32968,38,2018-08-30,2018-09-02,,,115.6
32969,32969,9,2018-02-08,2018-02-10,2018-02-08,2018-02-10,98.94
32970,32970,10,2018-06-20,2018-06-22,2018-06-20,2018-06-22,95.0
32971,32971,1,2018-07-11,2018-07-14,,,97.5
32972,32972,2,2018-07-15,2018-07-16,2018-07-15,2018-07-16,94.5
32973,32973,33,2017-10-14,2017-10-19,2017-10-14,2017-10-19,75.0
32974,32974,4,2017-10-19,2017-10-22,2017-10-19,2017-10-22,133.0
32975,32975,35,2018-10-20,2018-10-23,,,132.3
32976,32976,6,2017-10-16,2017-10-18,,,101.5
32977,32977,7,2018-09-21,2018-09-22,2018-09-21,2018-09-22,65.0
32978,32978,8,2018-12-24,2018-12-29,2018-12-24,2018-12-29,75.65
32979,32979,9,2018-09-27,2018-09-28,2018-09-27,2018-09-28,95.0
32980,32980,10,2017-08-14,2017-08-16,2017-08-14,2017-08-16,101.5
32981,32981,1,2017-11-16,2017-11-17,2017-11-16,2017-11-17,104.0
32982,32982,2,2018-03-15,2018-03-17,2018-03-15,2018-03-17,81.9
32983,32983,3,2018-06-06,2018-06-08,,,115.0
32984,32984,4,2018-04-15,2018-04-17,2018-04-15,2018-04-17,85.0
32985,32985,5,2018-10-04,2018-10-09,,,131.0
32986,32986,6,2018-12-30,2019-01-03,2018-12-30,2019-01-03,122.48
32987,32987,7,2018-05-25,2018-05-26,,,98.1
32988,32988,8,2018-05-02,2018-05-06,2018-05-02,2018-05-06,91.38
32989,32989,9,2018-02-28,2018-03-03,,,60.0
32990,32990,40,2018-12-29,2019-01-02,2018-12-29,2019-01-02,131.35
